user_id,engagement_score,experience_score,satisfaction_score,satisfaction_cluster
33661648395.0,0.982012,0.902337,0.942175,1
33730417718.5,0.016236,0.172543,0.0943895,0
33683533092.0,0.0158317,0.171949,0.0938902,0
33681328893.0,0.0161205,0.177724,0.0969223,0
33658350260.0,0.016005,0.0631408,0.0395729,0
33610995337.0,0.0176992,0.0631408,0.04042,0
33638916907.0,0.0160242,0.0657326,0.0408784,0
33667286157.0,0.016159,0.182837,0.0994979,0
33730417718.5,0.0161205,0.165756,0.0909384,0
33612204223.0,0.723752,0.810017,0.766885,1
33651656684.0,0.0164285,0.182837,0.0996327,0
33663330125.0,0.0160242,0.0631408,0.0395825,0
33663706799.0,0.862576,0.618672,0.740624,1
33699073077.0,0.0103638,0.681805,0.346084,0
33698459602.0,0.0167751,0.0720853,0.0444302,0
33637833279.0,0.862143,0.395141,0.628642,1
33632411364.0,0.07562,0.618672,0.347146,0
33658562864.0,0.22356,0.95087,0.587215,1
33660917355.0,0.386151,1.01852,0.702335,1
33682385150.0,0.0147036,0.637804,0.326254,0
33661045987.0,0.147434,0.618672,0.383053,0
33667346490.0,0.0120466,0.626692,0.319369,0
33730417718.5,0.982012,0.949474,0.965743,1
33622687379.0,0.0162552,0.132836,0.0745456,0
33661586012.0,0.00653248,0.809539,0.408036,0
33664412882.0,0.0412534,0.649898,0.345576,0
33613392076.0,0.0161668,0.56467,0.290418,0
33663706799.0,0.288683,0.701266,0.494975,1
33730417718.5,0.0155236,0.157339,0.0864312,0
33730417718.5,0.95732,0.102585,0.529953,1
33621974721.0,0.137056,0.622083,0.37957,0
33669635705.0,0.016005,0.215448,0.115727,0
33660401278.0,0.00526179,0.620994,0.313128,0
33664342446.0,0.0102483,0.635322,0.322785,0
33650574745.0,0.263953,0.618672,0.441312,1
33651784503.0,0.0161397,0.28599,0.151065,0
33658474071.0,0.00915089,0.618672,0.313911,0
33650896825.0,0.0161012,0.180413,0.0982569,0
33730417718.5,0.961286,1.01557,0.988426,1
33659604789.0,0.537749,0.635322,0.586536,1
33730417718.5,0.0166403,0.182837,0.0997386,0
33663047808.0,0.169632,0.620994,0.395313,0
33672450536.0,0.00753364,1.01852,0.513027,1
33677031289.0,0.0065788,0.622083,0.314331,0
33652835070.0,0.167572,0.681805,0.424689,0
33679069693.0,0.160853,0.622083,0.391468,0
33730417718.5,0.602882,0.618307,0.610595,1
33699151942.0,0.0160242,0.239324,0.127674,0
33650695271.0,0.273656,0.826479,0.550067,1
33668707563.0,0.0660128,0.618307,0.34216,0
33617033833.0,0.29134,0.622083,0.456712,1
33699273600.0,0.0120659,0.646766,0.329416,0
33663706799.0,0.711074,0.626692,0.668883,1
33658857014.0,0.440339,0.826479,0.633409,1
33664991695.0,0.982012,0.238301,0.610156,1
33669296540.0,0.0152156,0.531934,0.273575,0
33651369203.0,0.223521,0.637804,0.430663,1
33633686760.0,0.0363247,0.316513,0.176419,0
33685069017.0,0.0026897,0.626692,0.314691,0
33635573427.0,0.211854,0.62849,0.420172,0
33659620352.0,0.0165248,0.0408334,0.0286791,0
33660072124.0,0.0158894,0.0631408,0.0395151,0
33668290878.0,0.00416437,1.01852,0.511342,1
33664837913.0,0.0000712901,0.618307,0.309189,0
33626267905.0,0.0125587,0.62849,0.320524,0
33609115977.0,0.0241568,0.115766,0.0699614,0
33730417718.5,0.174426,0.664622,0.419524,0
33661702699.0,0.0170639,0.0631408,0.0401023,0
33665614653.0,0.00809198,0.620994,0.314543,0
33673511144.0,0.383648,0.771497,0.577573,1
33617340134.0,0.229422,1.01852,0.623971,1
33659240734.0,0.0170639,0.157339,0.0872013,0
33650697869.0,0.0165825,0.746291,0.381437,0
33666119396.0,0.014715,0.034112,0.0244135,0
33612761062.0,0.0109029,0.620994,0.315948,0
33650037059.0,0.0170446,0.814441,0.415743,0
33662762834.0,0.0104023,1.01852,0.514461,1
33650140705.0,0.540272,0.0708297,0.305551,0
33686103962.0,0.408408,0.0635741,0.235991,0
33659073382.0,0.142428,0.620994,0.381711,0
33666033567.0,0.0161975,0.196713,0.106455,0
33660277898.0,0.0170831,1.01852,0.517801,1
33660400620.0,0.172347,0.635322,0.403835,0
33699392336.0,0.00134199,0.618672,0.310007,0
33667262176.0,0.982012,0.819193,0.900603,1
33665596600.0,0.469449,1.01852,0.743984,1
33689261312.0,0.0505141,0.622083,0.336299,0
33663163636.0,0.253729,0.826479,0.540104,1
33671941518.0,0.126891,0.626692,0.376792,0
33659322790.0,0.0174682,1.01852,0.517994,1
33684517520.0,0.0014497,0.635322,0.318386,0
33661702699.0,0.0168136,0.224584,0.120699,0
33730417718.5,0.034563,0.0631408,0.0488519,0
